User ID,GENDER,AGE,WORKING,REGION,Hours Listening to Music
28891,Male,46,Self-employed,South,2 hours
1041,Male,51,,North,1
28479,Female,21,Full-time student,North,1 hour
49979,Male,54,Other,North,2 hours
24271,Male,14,Full-time student,North,2 hours
35524,Male,51,Employed 30+ hours a week,Midlands,2 hours
7424,Male,29,,Centre,1
4113,Female,67,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
41383,Female,48,Temporarily unemployed,South,12 hours
8066,Male,64,,Centre,2
34245,Female,36,Full-time housewife / househusband,North,5 hours
283,Female,18,,South,4
40819,Female,27,Employed 30+ hours a week,Midlands,5 hours
36839,Female,45,Employed 8-29 hours per week,South,Less than an hour
1327,Female,47,,North,2
13489,Male,56,Retired from full-time employment (30+ hours per week),South,Less than an hour
26484,Female,42,Employed 30+ hours a week,North,Less than an hour
7048,Male,41,,North,1
22665,Female,40,Full-time housewife / househusband,South,Less than an hour
35164,Female,14,Full-time student,South,1 hour
3750,Female,37,Employed 8-29 hours per week,Midlands,Less than an hour
29501,Male,41,Employed 30+ hours a week,North,2 hours
1439,Female,60,,Centre,0
47929,Female,63,Employed 30+ hours a week,South,Less than an hour
43962,Male,13,Full-time student,South,1 hour
20247,Female,25,Temporarily unemployed,North,2 hours
16674,Male,69,Other,South,2 hours
39224,Female,61,Employed 8-29 hours per week,Midlands,4 hours
40346,Female,54,Employed 8-29 hours per week,South,Less than an hour
30353,Male,40,Temporarily unemployed,North,Less than an hour
34128,Female,46,Employed part-time less than 8 hours per week,South,Less than an hour
7015,Male,38,,Centre,0
45766,Male,14,,South,
28631,Male,21,Full-time student,Midlands,2 hours
6088,Female,25,,Centre,2
14407,Female,21,,North,1
6737,Male,34,,North,12
4122,Female,14,Full-time student,South,2 hours
44753,Female,31,Employed 30+ hours a week,South,Less than an hour
47128,Female,27,,South,
38866,Female,63,Full-time housewife / househusband,Midlands,1 hour
28269,Male,19,Full-time student,South,8 hours
2876,Male,29,Temporarily unemployed,North,16+ hours
3522,Male,29,Employed 30+ hours a week,North,1 hour
23790,Male,22,Full-time student,North,1 hour
33418,Male,20,Prefer not to state,North,16 hours
32001,Male,20,Full-time student,North,9 hours
19672,Female,51,Temporarily unemployed,South,
36683,Male,17,Full-time student,Midlands,9 hours
39360,Female,49,Other,North,10 hours
32581,Female,41,,,0
46858,Male,43,,North,
35230,Male,15,Full-time student,Midlands,Less than an hour
4278,Male,26,Employed 30+ hours a week,North,1 hour
38008,Male,55,Employed 30+ hours a week,North,5 hours
30795,Female,30,Full-time housewife / househusband,Midlands,
14430,Female,21,,North,
44994,Male,61,Retired from full-time employment (30+ hours per week),Midlands,2 hours
45085,Female,32,Employed 8-29 hours per week,South,3 hours
48220,Male,40,Employed 30+ hours a week,North,1 hour
35950,Female,41,Employed 8-29 hours per week,North,0 Hours
50234,Female,27,Employed 30+ hours a week,Midlands,14 hours
49131,Male,15,Other,South,
44603,Female,21,Full-time student,South,5 hours
3915,Female,20,Full-time student,South,3 hours
17052,Female,31,Employed 30+ hours a week,South,1 hour
21577,Female,13,Full-time student,South,2 hours
30563,Male,53,Temporarily unemployed,Midlands,
22492,Male,39,Employed 30+ hours a week,South,Less than an hour
6790,Female,48,,South,
1883,Female,15,Full-time student,Midlands,2 hours
15071,Male,62,,Midlands,
9090,Male,64,,North,
6781,Male,43,,North,1
36205,Male,69,Retired from full-time employment (30+ hours per week),North,0 Hours
14783,Male,43,,Northern Ireland,2
31496,Female,47,Self-employed,Midlands,0 Hours
12238,Female,50,Employed 30+ hours a week,South,Less than an hour
33294,Female,24,Temporarily unemployed,North,4 hours
47556,Female,17,Temporarily unemployed,South,Less than an hour
40823,Male,39,Self-employed,North,0 Hours
36568,Female,60,Employed 8-29 hours per week,North,2 hours
12799,Male,64,Employed 30+ hours a week,Midlands,1 hour
45069,Female,24,Employed 30+ hours a week,South,2 hours
39596,Male,33,Temporarily unemployed,North,5 hours
19657,Female,35,Employed 8-29 hours per week,South,0 Hours
16436,Male,44,,North,3
33430,Female,44,Employed 8-29 hours per week,Midlands,1 hour
39278,Female,34,Employed part-time less than 8 hours per week,South,0 Hours
28882,Male,62,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
27724,Male,70,In unpaid employment (e.g. voluntary work),Midlands,2 hours
50325,Male,32,Employed 30+ hours a week,Midlands,1 hour
36316,Male,52,Temporarily unemployed,South,1 hour
43071,Male,23,Temporarily unemployed,South,4 hours
41434,Male,21,Employed 30+ hours a week,South,15 hours
17021,Female,21,Employed 8-29 hours per week,Midlands,1 hour
990,Male,46,,South,12
12356,Male,26,Employed 30+ hours a week,South,Less than an hour
46833,Female,48,,Centre,1
39648,Male,31,Employed 30+ hours a week,South,4 hours
16471,Female,47,,North,
43033,Female,45,Employed 8-29 hours per week,Midlands,3 hours
5593,Male,15,Full-time student,North,6 hours
18795,Male,43,Employed 30+ hours a week,Midlands,0 Hours
14111,Female,38,,Midlands,3
47888,Female,19,Temporarily unemployed,South,2 hours
11697,Male,41,Employed 30+ hours a week,South,2 hours
43469,Male,74,Retired from self-employment,North,3 hours
10636,Male,55,,North,1
46260,Female,56,,South,1
29013,Female,20,Full-time student,North,3 hours
6832,Male,31,,North,0
23862,Female,37,Employed 30+ hours a week,Midlands,Less than an hour
21019,Male,41,Employed 8-29 hours per week,Midlands,1 hour
41610,Female,38,Employed part-time less than 8 hours per week,North,Less than an hour
3616,Female,28,Employed 8-29 hours per week,South,2 hours
45056,Male,35,Employed 30+ hours a week,Midlands,2 hours
32501,Female,40,,,1
38451,Male,73,Retired from full-time employment (30+ hours per week),North,
7399,Male,27,,Centre,4
28263,Female,19,Full-time student,North,1 hour
11568,Female,24,Employed 30+ hours a week,South,2 hours
1988,Male,19,Temporarily unemployed,South,2 hours
27018,Male,50,Employed 30+ hours a week,Midlands,Less than an hour
5253,Male,15,Full-time student,North,0 Hours
47322,Male,70,Retired from full-time employment (30+ hours per week),North,Less than an hour
46295,Female,18,,Centre,4
41403,Female,18,Full-time student,Midlands,1 hour
4698,Female,59,Employed 8-29 hours per week,South,4 hours
16500,Female,33,,South,
44403,Male,60,Self-employed,Midlands,1 hour
39997,Male,25,Employed 30+ hours a week,North,1 hour
38135,Male,33,Self-employed,South,2 hours
37620,Female,58,Employed 8-29 hours per week,North,12 hours
45038,Male,28,In unpaid employment (e.g. voluntary work),Northern Ireland,1 hour
40408,Female,19,Full-time student,North,2 hours
7652,Female,14,,North,2
20374,Female,59,Employed 8-29 hours per week,Midlands,0 Hours
32390,Male,80,,,
31284,Male,43,Employed 30+ hours a week,South,8 hours
9063,Male,18,,South,
37662,Female,26,Employed 30+ hours a week,North,
26611,Female,53,Employed 8-29 hours per week,South,0 Hours
43554,Female,20,Full-time student,South,6 hours
1259,Female,27,,North,
19387,Female,13,Full-time student,North,3 hours
29101,Male,23,Full-time student,Midlands,3 hours
2096,Male,63,Self-employed,Midlands,Less than an hour
37449,Female,53,Employed 8-29 hours per week,Midlands,2 hours
37125,Female,26,Temporarily unemployed,South,4 hours
40261,Male,23,Employed 30+ hours a week,North,2 hours
7566,Male,13,,South,1
9221,Male,63,,North,10
7557,Female,15,,South,2
32662,Female,25,,,3
7014,Female,60,,Centre,0
49543,Male,26,Employed 30+ hours a week,North,2 hours
50844,Male,33,Employed 30+ hours a week,Midlands,0 Hours
4019,Male,20,Full-time student,South,1 hour
27866,Female,20,Full-time student,Midlands,4 hours
18482,Female,51,Employed 8-29 hours per week,North,1 hour
17304,Female,24,Self-employed,Midlands,4 hours
49311,Male,14,Full-time student,North,4 hours
26339,Female,44,Employed 8-29 hours per week,North,0 Hours
41914,Male,18,Full-time student,Midlands,6 hours
1489,Female,53,,North,
48874,Female,37,Employed 30+ hours a week,Midlands,1 hour
8453,Female,33,,South,
20122,Male,33,Employed 30+ hours a week,Midlands,1 hour
32379,Female,26,,,1
45812,Female,51,,North,1
19683,Female,35,Full-time housewife / househusband,North,Less than an hour
2523,Female,49,Full-time housewife / househusband,North,1 hour
38389,Female,71,Retired from self-employment,North,3 hours
3620,Male,41,Self-employed,North,1 hour
37158,Female,20,Employed 30+ hours a week,Midlands,
10227,Male,31,,Centre,
17084,Female,48,Employed 30+ hours a week,North,1 hour
30068,Male,39,Employed 30+ hours a week,South,0 Hours
44333,Male,45,Self-employed,Midlands,1 hour
4570,Male,22,Temporarily unemployed,Midlands,Less than an hour
50358,Female,68,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
2795,Male,50,Self-employed,South,1 hour
30425,Female,16,Full-time student,South,2 hours
7405,Female,36,,Centre,1
26852,Male,40,Employed 30+ hours a week,North,6 hours
47963,Female,23,Employed 30+ hours a week,Midlands,1 hour
9274,Female,25,,South,3
14297,Female,38,,North,0
26656,Female,53,Employed 30+ hours a week,South,Less than an hour
14327,Male,39,,Midlands,
28292,Female,62,Retired from full-time employment (30+ hours per week),Midlands,16+ hours
15445,Female,29,,South,5
4763,Female,33,Employed 30+ hours a week,South,2 hours
3337,Male,44,Employed 30+ hours a week,South,3 hours
32517,Male,62,,,1
15444,Male,25,,North,
37328,Female,14,Full-time student,South,2 hours
437,Female,48,,North,2
29490,Male,37,Employed 30+ hours a week,North,Less than an hour
45811,Female,14,,South,3
38481,Male,77,Retired from full-time employment (30+ hours per week),Northern Ireland,4 hours
25753,Female,25,Full-time housewife / househusband,Midlands,5 hours
48567,Male,25,Employed 30+ hours a week,North,2 hours
44551,Male,20,Employed 30+ hours a week,Midlands,5 hours
47553,Male,13,Full-time student,North,1 hour
26795,Male,57,Self-employed,Midlands,2 hours
38783,Female,63,Employed 8-29 hours per week,North,2 hours
32440,Male,76,,,1
37963,Female,33,Self-employed,Midlands,1 hour
37553,Female,56,Employed 8-29 hours per week,South,2 hours
6004,Female,21,,South,2
35396,Female,30,Employed 8-29 hours per week,Midlands,1 hour
42489,Female,33,Full-time housewife / househusband,South,Less than an hour
38358,Female,35,Employed 30+ hours a week,Midlands,1 hour
7563,Female,14,,South,3
45743,Female,14,,South,3
44437,Female,26,Other,South,4 hours
14181,Female,41,,Midlands,4
18664,Male,32,Employed 30+ hours a week,Midlands,2 hours
24522,Male,50,Employed 30+ hours a week,Northern Ireland,11 hours
15457,Male,44,,North,1
45633,Male,15,,South,3
32286,Female,25,,,2
41000,Male,68,Retired from full-time employment (30+ hours per week),Midlands,1 hour
33234,Male,65,Retired from self-employment,South,15 hours
40804,Female,27,Employed 30+ hours a week,South,Less than an hour
38106,Male,25,Employed 30+ hours a week,South,4 hours
33019,Female,65,,,0
43959,Female,15,Full-time student,Midlands,16+ hours
4016,Male,25,Employed 30+ hours a week,South,Less than an hour
36548,Male,29,Employed 30+ hours a week,Midlands,3 hours
19595,Male,54,Temporarily unemployed,South,2 hours
41764,Female,47,Employed part-time less than 8 hours per week,South,0 Hours
9848,Male,50,,South,
31213,Male,46,Employed 30+ hours a week,North,3 hours
6803,Male,42,,South,
12314,Female,40,Employed 30+ hours a week,South,Less than an hour
50007,Male,32,Employed 30+ hours a week,Midlands,1 hour
17090,Male,25,Employed 30+ hours a week,North,3 hours
16667,Female,23,Employed 8-29 hours per week,Midlands,1 hour
35631,Male,39,Employed 30+ hours a week,South,2 hours
17880,Female,48,Retired from full-time employment (30+ hours per week),Midlands,16+ hours
35256,Female,24,Employed 30+ hours a week,North,Less than an hour
32933,Male,34,,,2
44353,Female,38,Employed 8-29 hours per week,North,2 hours
49554,Female,26,Employed 30+ hours a week,North,Less than an hour
46261,Male,54,,Centre,0
19898,Female,44,Employed 30+ hours a week,Midlands,0 Hours
3768,Female,41,Full-time housewife / househusband,Midlands,1 hour
26418,Male,21,Full-time student,South,2 hours
7279,Female,31,,Centre,1
5218,Male,,Full-time student,South,Less than an hour
18157,Male,60,Self-employed,South,Less than an hour
42998,Female,18,Full-time student,Midlands,4 hours
35249,Male,15,Full-time student,Midlands,1 hour
10539,Male,30,,Centre,1
21499,Male,14,Full-time student,South,
43156,Female,38,Employed 30+ hours a week,South,0 Hours
7355,Male,29,,Centre,1
39933,Female,43,Employed 8-29 hours per week,Midlands,1 hour
21482,Female,22,In unpaid employment (e.g. voluntary work),South,1 hour
48153,Male,36,Employed 30+ hours a week,South,1 hour
37611,Male,40,Employed 30+ hours a week,South,0 Hours
34592,Female,42,Full-time housewife / househusband,South,Less than an hour
43687,Male,64,Retired from full-time employment (30+ hours per week),South,2 hours
25985,Male,58,Employed 30+ hours a week,Midlands,Less than an hour
38575,Male,13,Full-time student,South,1 hour
12598,Female,39,Full-time housewife / househusband,South,0 Hours
7261,Female,28,,Centre,1
9248,Male,31,,South,2
12085,Female,30,Full-time housewife / househusband,North,Less than an hour
37949,Male,46,Employed 30+ hours a week,North,1 hour
7788,Female,23,,South,4
45687,Female,69,,South,
45433,Female,42,Employed 30+ hours a week,Midlands,Less than an hour
4363,Female,58,Full-time housewife / househusband,Midlands,16+ hours
46893,Female,49,,Centre,
45152,Female,62,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
48990,Female,37,Full-time housewife / househusband,North,1 hour
37521,Male,22,Employed 30+ hours a week,South,0 Hours
26386,Female,25,Employed 30+ hours a week,Midlands,2 hours
40886,Female,40,Employed 30+ hours a week,North,Less than an hour
39828,Female,52,Employed 8-29 hours per week,North,7 hours
32410,Male,73,,,
20926,Female,53,Employed 8-29 hours per week,Midlands,0 Hours
7604,Male,23,,Centre,3
23813,Male,50,Temporarily unemployed,North,2 hours
26593,Female,28,Employed 30+ hours a week,South,Less than an hour
26979,Male,60,Employed 8-29 hours per week,South,Less than an hour
46219,Male,26,,South,5
21170,Female,27,Self-employed,South,5 hours
19306,Female,13,Full-time student,South,2 hours
17642,Male,22,Self-employed,South,16+ hours
23146,Female,58,Other,South,16+ hours
26027,Female,57,Employed 30+ hours a week,South,2 hours
48421,Female,61,Retired from full-time employment (30+ hours per week),South,
45093,Female,62,Employed 30+ hours a week,South,Less than an hour
12312,Female,56,Other,North,1 hour
16545,Male,40,,South,1
27934,Male,15,Full-time student,South,2 hours
48864,Male,31,Part-time student,North,Less than an hour
49814,Female,50,Employed 30+ hours a week,Midlands,3 hours
47758,Male,27,Employed 30+ hours a week,South,4 hours
33788,Female,54,Employed 30+ hours a week,South,1 hour
12157,Female,42,Employed 8-29 hours per week,South,Less than an hour
20228,Female,46,Employed 30+ hours a week,Midlands,1 hour
41350,Male,61,Other,South,1 hour
6677,Male,41,,North,1
25770,Male,22,Employed 30+ hours a week,Midlands,7 hours
9619,Male,24,,South,0
43261,Male,35,Part-time student,North,10 hours
28187,Male,56,Employed 30+ hours a week,South,10 hours
11649,Male,47,Employed 30+ hours a week,South,2 hours
50204,Male,30,Employed 30+ hours a week,Midlands,2 hours
21780,Male,55,Temporarily unemployed,Midlands,1 hour
47728,Female,58,Temporarily unemployed,South,2 hours
21207,Male,32,In unpaid employment (e.g. voluntary work),North,5 hours
30065,Female,58,Full-time housewife / househusband,North,1 hour
14606,Female,64,,Midlands,
50316,Male,32,Employed 30+ hours a week,South,1 hour
39037,Male,13,Full-time student,South,Less than an hour
4630,Male,46,Employed 30+ hours a week,North,2 hours
35583,Female,40,Temporarily unemployed,Midlands,0 Hours
35121,Male,66,Self-employed,South,0 Hours
7340,Female,35,,Centre,1
16119,Male,48,,North,2
7994,Male,59,,North,
16524,Female,62,,South,
35858,Female,45,Employed part-time less than 8 hours per week,South,Less than an hour
1024,Male,59,,South,0
50911,Male,30,Employed 30+ hours a week,Midlands,1 hour
40314,Male,36,Self-employed,North,
13706,Male,15,,South,3
23727,Female,64,Retired from full-time employment (30+ hours per week),South,1 hour
25830,Male,24,Employed 30+ hours a week,South,Less than an hour
26932,Male,42,Employed 30+ hours a week,North,8 hours
3579,Male,41,Temporarily unemployed,Midlands,Less than an hour
21630,Male,22,Employed 30+ hours a week,North,2 hours
43659,Male,50,Temporarily unemployed,North,2 hours
7661,Female,24,,South,
31403,Female,45,Employed 8-29 hours per week,North,4 hours
18750,Female,32,Full-time housewife / househusband,South,16+ hours
37191,Female,15,Full-time student,South,1 hour
26327,Female,47,Employed 30+ hours a week,North,2 hours
12437,Female,29,Employed 30+ hours a week,North,
19076,Male,27,Employed 30+ hours a week,Midlands,3 hours
6135,Male,29,,Centre,2
43664,Female,20,Full-time student,Midlands,4 hours
38770,Female,23,Full-time housewife / househusband,North,
35566,Female,31,Self-employed,North,
10014,Female,52,,North,
19668,Male,58,Other,South,Less than an hour
1301,Male,44,,North,4
22989,Female,38,Self-employed,North,1 hour
45649,Female,14,,South,2
38047,Male,25,Full-time student,North,3 hours
29623,Male,67,Retired from full-time employment (30+ hours per week),North,2 hours
16771,Female,19,Full-time student,South,5 hours
44689,Male,37,Self-employed,South,1 hour
18821,Female,62,Retired from self-employment,South,Less than an hour
25948,Female,15,Full-time student,South,
47533,Female,21,Employed 8-29 hours per week,South,2 hours
39963,Female,28,Employed 30+ hours a week,Midlands,2 hours
34695,Female,58,Retired from full-time employment (30+ hours per week),Midlands,2 hours
21143,Male,55,Employed 30+ hours a week,South,4 hours
36714,Female,63,Retired from full-time employment (30+ hours per week),North,Less than an hour
18827,Male,40,Self-employed,South,3 hours
7816,Male,23,,North,5
37651,Male,20,Full-time student,South,3 hours
13104,Male,14,Full-time student,North,2 hours
745,Male,46,,North,1
33383,Female,24,Employed 30+ hours a week,South,1 hour
6190,Male,41,,South,
34094,Female,44,Employed 30+ hours a week,North,1 hour
49327,Male,15,Full-time student,South,0 Hours
35082,Male,33,Employed 30+ hours a week,North,2 hours
5965,Female,23,,South,2
17844,Male,59,Retired from full-time employment (30+ hours per week),North,1 hour
24730,Female,41,Full-time housewife / househusband,Midlands,Less than an hour
50395,Male,20,Full-time student,South,1 hour
7615,Female,67,,South,
35669,Female,52,Employed 30+ hours a week,Midlands,Less than an hour
17874,Male,49,Employed 30+ hours a week,South,11 hours
15018,Male,49,,Midlands,1
49460,Male,26,Temporarily unemployed,South,2 hours
25693,Male,14,Full-time student,North,3 hours
17314,Male,15,Full-time student,Midlands,2 hours
17757,Male,19,Full-time student,Midlands,1 hour
5465,Male,26,Prefer not to state,North,5 hours
10805,Female,59,,South,2
28431,Female,61,Retired from full-time employment (30+ hours per week),Midlands,1 hour
19860,Female,61,Retired from full-time employment (30+ hours per week),Midlands,2 hours
39991,Female,41,Self-employed,Midlands,Less than an hour
18775,Male,41,Other,North,Less than an hour
13567,Male,41,Employed 30+ hours a week,North,2 hours
38991,Female,13,Employed 30+ hours a week,Midlands,1 hour
37204,Female,58,Employed 30+ hours a week,North,
28458,Male,62,Retired from full-time employment (30+ hours per week),Midlands,
37383,Male,34,Employed 30+ hours a week,South,1 hour
42574,Female,45,Full-time housewife / househusband,North,2 hours
45605,Female,65,,South,1
8111,Male,35,,South,3
10146,Male,34,,North,1
4337,Female,13,Full-time student,Midlands,2 hours
16716,Male,14,Full-time student,Midlands,3 hours
16691,Female,23,Employed 30+ hours a week,North,2 hours
14818,Female,32,,Midlands,
4649,Male,52,Employed 30+ hours a week,South,1 hour
11343,Male,15,Full-time student,Midlands,3 hours
50831,Female,59,Employed 8-29 hours per week,North,Less than an hour
5865,Female,19,,South,1
37959,Female,41,Full-time housewife / househusband,South,Less than an hour
14093,Female,32,,South,
5266,Male,22,Temporarily unemployed,South,16+ hours
25217,Female,61,Retired from full-time employment (30+ hours per week),South,Less than an hour
35682,Male,61,Self-employed,South,0 Hours
2078,Female,54,Employed 30+ hours a week,South,1 hour
48066,Male,21,Employed part-time less than 8 hours per week,South,10 hours
45894,Female,62,,Centre,
2763,Female,50,Employed 30+ hours a week,Midlands,Less than an hour
5836,Female,24,,Centre,
37319,Female,64,Retired from full-time employment (30+ hours per week),South,0 Hours
36063,Female,68,Employed 30+ hours a week,Midlands,0 Hours
47580,Male,21,Employed 8-29 hours per week,North,2 hours
45824,Male,14,,North,1
42245,Male,27,Employed 30+ hours a week,Midlands,Less than an hour
11869,Male,54,Self-employed,North,Less than an hour
36122,Male,55,Employed 30+ hours a week,North,3 hours
42692,Female,38,Employed 30+ hours a week,Midlands,1 hour
25623,Male,66,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
47326,Male,69,Retired from full-time employment (30+ hours per week),North,Less than an hour
37717,Female,26,In unpaid employment (e.g. voluntary work),South,1 hour
47608,Female,20,Employed part-time less than 8 hours per week,North,1 hour
28059,Male,13,Full-time student,North,0 Hours
25227,Male,56,Employed 30+ hours a week,North,
37896,Female,33,Employed 30+ hours a week,Midlands,1 hour
26925,Female,32,Other,Midlands,1 hour
16894,Female,61,Retired from full-time employment (30+ hours per week),South,1 hour
34558,Female,48,Full-time housewife / househusband,North,
11664,Female,54,Full-time housewife / househusband,South,0 Hours
2842,Female,42,Self-employed,South,1 hour
26369,Male,41,Full-time housewife / househusband,North,5 hours
35205,Male,23,Employed 8-29 hours per week,North,2 hours
46633,Male,28,,South,2
45661,Female,65,,South,
26094,Male,53,Employed 30+ hours a week,Midlands,2 hours
33991,Female,46,Employed part-time less than 8 hours per week,South,5 hours
21016,Female,39,Full-time housewife / househusband,North,12 hours
8394,Male,52,,North,8
37653,Male,57,Employed 30+ hours a week,North,1 hour
13708,Male,69,,North,0
18694,Female,40,Employed 30+ hours a week,Midlands,3 hours
35719,Female,44,Employed 30+ hours a week,Northern Ireland,3 hours
18324,Male,45,Employed 30+ hours a week,Midlands,0 Hours
46364,Female,24,,North,2
33651,Male,24,Employed 30+ hours a week,South,2 hours
6865,Female,38,,Centre,2
1025,Male,37,,North,1
15914,Female,20,,North,1
44740,Female,39,Employed 8-29 hours per week,North,1 hour
7801,Female,21,,Centre,2
6362,Male,64,,South,
41690,Female,42,Full-time housewife / househusband,Midlands,3 hours
44512,Male,23,Employed 30+ hours a week,North,2 hours
16951,Female,23,Temporarily unemployed,North,2 hours
21195,Female,35,Temporarily unemployed,South,1 hour
8209,Male,33,,South,5
1984,Male,15,Full-time student,South,7 hours
41606,Female,21,Employed 30+ hours a week,South,3 hours
11095,Male,72,Retired from full-time employment (30+ hours per week),South,Less than an hour
44366,Male,53,Employed 30+ hours a week,Northern Ireland,1 hour
14329,Female,16,,Midlands,1
47130,Female,24,,Centre,
11605,Female,63,Retired from full-time employment (30+ hours per week),North,0 Hours
50797,Female,30,Employed 30+ hours a week,Midlands,15 hours
49524,Male,24,Employed 30+ hours a week,North,1 hour
31127,Female,53,Temporarily unemployed,Midlands,0 Hours
27631,Male,31,Employed 30+ hours a week,North,2 hours
25727,Female,15,Full-time student,North,Less than an hour
31506,Female,45,Employed 30+ hours a week,North,2 hours
48835,Male,39,Employed 30+ hours a week,Midlands,2 hours
2128,Male,42,Self-employed,South,Less than an hour
34090,Female,34,Full-time housewife / househusband,South,
7272,Female,43,,Centre,1
48103,Female,57,Employed 8-29 hours per week,North,Less than an hour
4977,Male,39,Employed 30+ hours a week,Midlands,4 hours
33528,Female,18,Full-time student,Midlands,2 hours
30289,Female,60,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
27053,Female,46,Employed 30+ hours a week,North,0 Hours
12237,Female,40,Employed 8-29 hours per week,South,Less than an hour
16153,Male,38,,South,1
40734,Female,64,Retired from full-time employment (30+ hours per week),South,0 Hours
333,Female,24,,Centre,
1218,Male,44,,Centre,2
17970,Female,49,Employed 30+ hours a week,South,4 hours
38084,Female,40,Employed 30+ hours a week,North,Less than an hour
7009,Female,57,,South,
45976,Female,26,,South,1
16178,Male,54,,North,
42932,Male,59,Employed 30+ hours a week,North,1 hour
4867,Female,62,Retired from full-time employment (30+ hours per week),South,Less than an hour
40571,Female,57,Employed 30+ hours a week,North,1 hour
29914,Male,14,Full-time student,South,4 hours
12535,Female,42,Full-time housewife / househusband,North,Less than an hour
46485,Female,25,,North,0
8966,Female,24,,North,6
25963,Male,45,Self-employed,South,4 hours
19112,Male,30,Employed 30+ hours a week,Midlands,7 hours
40447,Male,14,Other,North,3 hours
13592,Female,80,,South,0
35619,Female,50,Employed 30+ hours a week,North,1 hour
884,Male,46,,South,0
20903,Female,49,Employed 8-29 hours per week,South,0 Hours
46698,Female,57,,South,
38154,Male,45,Employed 30+ hours a week,North,3 hours
14816,Female,53,,North,1
20364,Male,49,Employed 30+ hours a week,North,0 Hours
29828,Male,22,Temporarily unemployed,Midlands,3 hours
7288,Female,49,,North,
841,Female,53,,North,1
14428,Female,36,,Midlands,5
44697,Female,34,Employed 8-29 hours per week,South,2 hours
37919,Female,51,Employed 30+ hours a week,North,1 hour
24192,Male,26,Employed 30+ hours a week,South,0 Hours
45384,Female,56,Full-time housewife / househusband,North,1 hour
32573,Male,30,,,0
42234,Male,48,Employed 30+ hours a week,South,1 hour
32510,Male,61,,,2
11503,Female,29,Employed 8-29 hours per week,South,Less than an hour
15560,Female,32,,North,1
30259,Male,27,Employed 30+ hours a week,North,2 hours
15032,Female,37,,Midlands,
36367,Female,54,Employed 8-29 hours per week,North,2 hours
50771,Male,27,Employed 30+ hours a week,South,3 hours
31953,Male,,Full-time student,South,1 hour
520,Female,21,,Centre,3
25946,Female,23,Prefer not to state,South,1 hour
3880,Female,30,Employed 30+ hours a week,South,1 hour
1799,Female,20,Full-time student,Midlands,3 hours
43588,Male,15,Full-time student,North,1 hour
38960,Male,28,Employed 30+ hours a week,North,Less than an hour
19897,Female,28,Employed 30+ hours a week,North,3 hours
3006,Female,37,Employed part-time less than 8 hours per week,South,5 hours
39794,Male,63,Employed 8-29 hours per week,Midlands,3 hours
37325,Male,21,Temporarily unemployed,North,11 hours
29681,Female,73,Retired from full-time employment (30+ hours per week),South,Less than an hour
6632,Male,60,,South,
9795,Male,22,,South,0
49639,Male,36,Employed 30+ hours a week,South,2 hours
11444,Female,47,Employed 8-29 hours per week,South,3 hours
18014,Male,21,Full-time student,North,4 hours
37261,Male,18,Full-time student,South,5 hours
12432,Female,43,Employed 8-29 hours per week,North,3 hours
8862,Female,42,,Centre,
43199,Male,42,Employed 30+ hours a week,Midlands,1 hour
2605,Female,53,Employed 30+ hours a week,South,Less than an hour
49558,Male,49,Employed 30+ hours a week,Midlands,1 hour
20311,Male,55,Employed 30+ hours a week,North,1 hour
12762,Female,25,Full-time housewife / househusband,North,Less than an hour
20970,Male,39,Temporarily unemployed,Midlands,1 hour
17724,Male,24,Employed 30+ hours a week,South,6 hours
16509,Female,26,,North,1
21178,Female,39,Employed 30+ hours a week,Midlands,Less than an hour
23411,Female,56,Full-time housewife / househusband,North,1 hour
43206,Female,29,Employed 30+ hours a week,North,2 hours
29751,Female,39,Employed 30+ hours a week,Midlands,3 hours
9566,Female,79,,Centre,
44884,Male,39,Employed 30+ hours a week,Midlands,2 hours
6269,Male,41,,Centre,1
2965,Female,35,Employed 30+ hours a week,Northern Ireland,16+ hours
18516,Male,51,Employed 8-29 hours per week,Midlands,8 hours
23394,Female,52,Employed 30+ hours a week,North,2 hours
27999,Male,57,Employed 30+ hours a week,South,0 Hours
16296,Male,57,,South,3
37542,Female,26,Self-employed,South,5 hours
11759,Male,31,Employed 30+ hours a week,South,Less than an hour
2867,Female,53,Other,South,Less than an hour
9213,Male,59,,Centre,1
34805,Female,33,Employed 30+ hours a week,Midlands,1 hour
5638,Male,13,,North,
13498,Male,56,Retired from full-time employment (30+ hours per week),South,Less than an hour
521,Male,24,,Centre,
5185,Male,41,Self-employed,South,Less than an hour
24727,Male,35,Self-employed,South,Less than an hour
17732,Female,47,Employed 30+ hours a week,Midlands,11 hours
19298,Male,67,Retired from full-time employment (30+ hours per week),South,12 hours
42021,Male,37,Employed 30+ hours a week,North,16+ hours
36605,Female,35,Employed 30+ hours a week,Midlands,1 hour
36026,Male,42,Employed 30+ hours a week,Midlands,2 hours
40756,Female,25,Temporarily unemployed,South,4 hours
19019,Female,49,Full-time housewife / househusband,North,
17044,Female,14,Full-time student,North,4 hours
